170.0,38.0,0.8
570.0,13.0,1.2
590.0,34.0,0.8
360.0,40.0,0.8
270.0,13.0,1.2
460.0,16.0,1.2
270.0,24.0,1.2
230.0,22.0,1.2
610.0,14.0,1.2
620.0,28.0,1.2
180.0,40.0,0.8
330.0,35.0,0.8
390.0,14.0,1.2
410.0,35.0,0.8
320.0,19.0,1.2
280.0,17.0,1.2
270.0,37.0,0.8
670.0,12.0,1.2
160.0,22.0,1.2
190.0,38.0,0.8
370.0,12.0,1.2
150.0,36.0,0.8
330.0,21.0,1.2
540.0,31.0,0.8
500.0,40.0,0.8
650.0,10.0,1.2
310.0,39.0,0.8
80.0,31.0,1.2
680.0,13.0,0.5
490.0,13.0,1.2
560.0,37.0,0.8
90.0,38.0,0.8
430.0,39.0,0.8
240.0,33.0,0.8
610.0,13.0,1.2
260.0,21.0,1.2
130.0,39.0,0.8
550.0,35.0,0.8
520.0,34.0,0.8
530.0,14.0,1.2
70.0,39.0,0.8
660.0,17.0,1.2
290.0,37.0,0.8
400.0,19.0,1.2
90.0,35.0,1.2
510.0,12.0,1.2
640.0,31.0,0.5
410.0,38.0,0.8
340.0,35.0,0.8
110.0,38.0,0.8
290.0,23.0,1.2
670.0,15.0,1.2
550.0,36.0,0.8
230.0,38.0,0.8
630.0,13.0,1.2
620.0,33.0,0.8
370.0,15.0,1.2
500.0,18.0,1.2
200.0,18.0,1.2
600.0,31.0,0.8
90.0,41.0,0.8
80.0,23.0,1.2
610.0,16.0,1.2
440.0,34.0,0.8
620.0,19.0,1.2
30.0,41.0,0.8
130.0,17.0,1.2
360.0,21.0,1.2
330.0,37.0,0.8
320.0,30.0,1.2
490.0,38.0,0.8
470.0,14.0,1.2
60.0,32.0,1.2
600.0,28.0,1.2
470.0,36.0,0.8
650.0,21.0,1.2
620.0,20.0,1.2
520.0,12.0,1.2
300.0,22.0,1.2
120.0,37.0,0.8
580.0,29.0,1.2
540.0,33.0,0.8
330.0,38.0,0.8
570.0,16.0,1.2
170.0,41.0,0.8
90.0,17.0,1.2
280.0,31.0,1.2
500.0,21.0,1.2
450.0,39.0,0.8
200.0,21.0,1.2
590.0,16.0,1.2
550.0,14.0,1.2
260.0,38.0,0.8
540.0,34.0,0.8
620.0,11.0,1.2
500.0,32.0,0.8
420.0,30.0,1.2
420.0,19.0,1.2
490.0,16.0,1.2
430.0,31.0,0.8
640.0,11.0,1.2
10.0,42.0,0.8
200.0,34.0,0.8
80.0,39.0,0.8
120.0,24.0,1.2
120.0,35.0,1.2
550.0,38.0,0.8
540.0,20.0,1.2
530.0,17.0,1.2
660.0,20.0,1.2
650.0,13.0,1.2
170.0,30.0,1.2
350.0,18.0,1.2
110.0,41.0,0.8
450.0,31.0,0.8
630.0,16.0,1.2
640.0,19.0,1.2
510.0,37.0,0.8
580.0,34.0,0.8
330.0,16.0,1.2
320.0,36.0,0.8
210.0,21.0,1.2
160.0,39.0,0.8
80.0,26.0,1.2
440.0,37.0,0.8
260.0,16.0,1.2
550.0,30.0,0.8
540.0,12.0,1.2
660.0,12.0,1.2
400.0,14.0,1.2
570.0,33.0,0.8
470.0,39.0,0.8
130.0,20.0,1.2
120.0,40.0,0.8
520.0,15.0,1.2
380.0,12.0,1.2
70.0,31.0,1.2
290.0,18.0,1.2
230.0,33.0,0.8
570.0,30.0,1.2
520.0,37.0,0.8
290.0,40.0,0.8
630.0,30.0,0.8
660.0,19.0,0.5
270.0,21.0,1.2
560.0,35.0,0.8
550.0,17.0,1.2
620.0,14.0,1.2
500.0,35.0,0.8
360.0,16.0,1.2
570.0,32.0,0.8
100.0,35.0,1.2
480.0,16.0,1.2
100.0,24.0,1.2
490.0,33.0,0.8
610.0,33.0,0.8
420.0,38.0,0.8
90.0,22.0,1.2
360.0,38.0,0.8
40.0,40.0,0.8
650.0,16.0,1.2
180.0,38.0,0.8
600.0,34.0,0.8
60.0,40.0,0.8
590.0,32.0,0.8
300.0,39.0,0.8
290.0,29.0,1.2
560.0,22.0,1.2
160.0,20.0,1.2
40.0,41.0,0.8
580.0,37.0,0.8
670.0,14.0,0.5
330.0,19.0,1.2
500.0,38.0,0.8
280.0,37.0,0.8
570.0,35.0,0.8
610.0,20.0,1.2
420.0,14.0,1.2
110.0,30.0,1.2
80.0,29.0,1.2
270.0,35.0,0.8
450.0,20.0,1.2
40.0,38.0,1.2
440.0,40.0,0.8
400.0,38.0,0.8
540.0,15.0,1.2
140.0,40.0,0.8
550.0,33.0,0.8
480.0,30.0,0.8
660.0,15.0,1.2
600.0,37.0,0.8
530.0,34.0,0.8
540.0,37.0,0.8
450.0,21.0,1.2
130.0,23.0,1.2
