570.0,13.0,1.2
330.0,13.0,1.2
610.0,14.0,1.2
340.0,10.0,1.2
550.0,11.0,1.2
510.0,9.0,1.2
500.0,7.0,1.2
660.0,9.0,1.2
370.0,12.0,1.2
440.0,9.0,1.2
650.0,10.0,1.2
490.0,13.0,1.2
220.0,12.0,1.2
610.0,13.0,1.2
420.0,7.0,1.2
180.0,10.0,1.2
640.0,8.0,1.2
470.0,11.0,1.2
460.0,8.0,1.2
340.0,13.0,1.2
510.0,12.0,1.2
580.0,9.0,1.2
100.0,10.0,1.2
280.0,9.0,1.2
260.0,11.0,1.2
450.0,14.0,1.2
630.0,13.0,1.2
440.0,12.0,1.2
140.0,12.0,1.2
420.0,10.0,1.2
360.0,10.0,1.2
670.0,11.0,0.5
170.0,8.0,1.2
100.0,13.0,1.2
380.0,9.0,1.2
520.0,12.0,1.2
500.0,10.0,1.2
160.0,14.0,1.2
200.0,10.0,1.2
550.0,14.0,1.2
620.0,11.0,1.2
130.0,9.0,1.2
360.0,13.0,1.2
480.0,13.0,1.2
640.0,11.0,1.2
0.0,28.0,0.8
180.0,13.0,1.2
600.0,9.0,1.2
570.0,8.0,1.2
460.0,11.0,1.2
650.0,13.0,1.2
300.0,14.0,1.2
390.0,9.0,1.2
280.0,12.0,1.2
670.0,7.0,1.2
400.0,13.0,1.2
610.0,8.0,1.2
380.0,11.0,1.2
540.0,12.0,1.2
660.0,12.0,1.2
400.0,14.0,1.2
510.0,7.0,1.2
590.0,7.0,1.2
380.0,12.0,1.2
500.0,13.0,1.2
590.0,8.0,1.2
620.0,14.0,1.2
130.0,12.0,1.2
320.0,14.0,1.2
600.0,12.0,1.2
530.0,9.0,1.2
230.0,9.0,1.2
520.0,7.0,1.2
580.0,13.0,1.2
90.0,12.0,1.2
560.0,11.0,1.2
430.0,13.0,1.2
630.0,8.0,1.2
370.0,10.0,1.2
550.0,9.0,1.2
330.0,8.0,1.2
210.0,13.0,1.2
360.0,8.0,1.2
420.0,14.0,1.2
480.0,8.0,1.2
490.0,11.0,1.2
250.0,14.0,1.2
190.0,11.0,1.2
530.0,12.0,1.2
470.0,9.0,1.2
650.0,8.0,1.2
310.0,12.0,1.2
510.0,10.0,1.2
170.0,14.0,1.2
350.0,13.0,1.2
630.0,11.0,1.2
640.0,14.0,1.2
570.0,11.0,1.2
330.0,11.0,1.2
460.0,14.0,1.2
450.0,12.0,1.2
190.0,14.0,1.2
660.0,7.0,1.2
670.0,10.0,1.2
470.0,12.0,1.2
90.0,14.0,1.2
560.0,13.0,1.2
590.0,13.0,1.2
520.0,10.0,1.2
110.0,14.0,1.2
500.0,8.0,1.2
160.0,12.0,1.2
340.0,11.0,1.2
80.0,13.0,1.2
550.0,12.0,1.2
230.0,14.0,1.2
620.0,9.0,1.2
600.0,7.0,1.2
370.0,13.0,1.2
650.0,11.0,1.2
300.0,12.0,1.2
580.0,8.0,1.2
390.0,7.0,1.2
120.0,13.0,1.2
630.0,14.0,1.2
670.0,9.0,0.5
420.0,9.0,1.2
100.0,11.0,1.2
120.0,14.0,1.2
540.0,10.0,1.2
660.0,10.0,1.2
170.0,9.0,1.2
520.0,13.0,1.2
480.0,11.0,1.2
560.0,9.0,1.2
220.0,13.0,1.2
640.0,9.0,1.2
570.0,6.0,1.2
340.0,14.0,1.2
620.0,12.0,1.2
510.0,13.0,1.2
660.0,13.0,1.2
410.0,7.0,1.2
600.0,10.0,1.2
560.0,8.0,1.2
440.0,13.0,1.2
650.0,14.0,1.2
580.0,11.0,1.2
420.0,11.0,1.2
570.0,9.0,1.2
350.0,8.0,1.2
400.0,12.0,1.2
550.0,7.0,1.2
670.0,12.0,0.5
210.0,11.0,1.2
100.0,14.0,1.2
670.0,8.0,1.2
540.0,13.0,1.2
500.0,11.0,1.2
310.0,10.0,1.2
610.0,9.0,1.2
480.0,14.0,1.2
290.0,8.0,1.2
470.0,7.0,1.2
640.0,12.0,1.2
180.0,14.0,1.2
460.0,12.0,1.2
610.0,10.0,1.2
380.0,13.0,1.2
450.0,10.0,1.2
390.0,10.0,1.2
150.0,10.0,1.2
680.0,8.0,0.5
280.0,13.0,1.2
310.0,13.0,1.2
130.0,13.0,1.2
680.0,9.0,0.5
70.0,13.0,1.2
220.0,8.0,1.2
600.0,13.0,1.2
570.0,12.0,1.2
530.0,10.0,1.2
340.0,9.0,1.2
110.0,12.0,1.2
620.0,7.0,1.2
510.0,8.0,1.2
630.0,9.0,1.2
370.0,11.0,1.2
650.0,9.0,1.2
610.0,12.0,1.2
350.0,14.0,1.2
470.0,10.0,1.2
590.0,11.0,1.2
520.0,8.0,1.2
260.0,10.0,1.2
450.0,13.0,1.2
